location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat,temp_std,rh_std,rain_std,heat_index_std,sources_expected,coverage_fraction,gap_mean_minutes,gap_max_minutes
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",00:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,73.9,Sedang,20.72,+/-0.78,88.01,+/-3.89,0.0,+/-0.0,20.72,+/-0.78,27.2,16.4,56.4,0.0,0.0,0.0,0.78,3.89,0.0,0.78,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",01:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,74.2,Sedang,20.24,+/-0.75,89.27,+/-0.44,0.0,+/-0.0,20.24,+/-0.75,27.2,16.4,56.4,0.0,0.0,0.0,0.75,0.44,0.0,0.75,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,78.1,Sedang,19.72,+/-0.88,90.26,+/-2.2,0.0,+/-0.0,19.72,+/-0.88,27.2,0.0,72.8,0.0,0.0,0.0,0.88,2.2,0.0,0.88,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",03:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.7,Tinggi,19.29,+/-1.08,90.85,+/-2.27,0.0,+/-0.0,19.29,+/-1.08,12.6,0.0,87.4,0.0,0.0,0.0,1.08,2.27,0.0,1.08,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",04:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.5,Tinggi,18.94,+/-1.11,91.85,+/-3.5,0.0,+/-0.0,18.94,+/-1.11,12.6,0.0,87.4,0.0,0.0,0.0,1.11,3.5,0.0,1.11,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",05:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.4,Tinggi,18.89,+/-1.06,91.09,+/-5.37,0.0,+/-0.0,18.89,+/-1.06,12.6,0.0,87.4,0.0,0.0,0.0,1.06,5.37,0.0,1.06,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",06:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.2,Tinggi,19.14,+/-1.1,89.46,+/-8.13,0.0,+/-0.0,19.14,+/-1.1,12.6,0.0,87.4,0.0,0.0,0.0,1.1,8.13,0.0,1.1,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",07:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,80.5,Tinggi,21.02,+/-2.19,85.35,+/-9.64,0.0,+/-0.0,21.02,+/-2.19,12.6,0.0,87.4,0.0,0.0,0.0,2.19,9.64,0.0,2.19,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",08:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,77.2,Sedang,22.42,+/-0.44,80.7,+/-4.08,0.0,+/-0.0,22.42,+/-0.44,12.6,18.5,68.9,0.0,0.0,0.0,0.44,4.08,0.0,0.44,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",09:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,76.5,Sedang,25.15,+/-1.44,69.37,+/-7.25,0.0,+/-0.0,24.58,+/-0.83,12.6,18.5,68.9,0.0,0.0,0.0,1.44,7.25,0.0,0.83,9,0.7778,0.0,0.0
