tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
11-09-2026,07:00,27.0,Cerah,53.0,4.7
11-09-2026,08:00,27.0,Cerah,53.0,4.7
11-09-2026,09:00,27.0,Cerah,53.0,4.7
11-09-2026,10:00,27.0,Cerah,53.0,4.7
11-09-2026,11:00,27.0,Cerah,53.0,4.7
11-09-2026,12:00,28.0,Cerah,53.0,5.7
11-09-2026,13:00,28.0,Cerah,53.0,5.7
11-09-2026,14:00,28.0,Cerah,53.0,5.7
11-09-2026,15:00,25.0,Cerah,64.0,3.1
11-09-2026,16:00,25.0,Cerah,64.0,3.1
11-09-2026,17:00,25.0,Cerah,64.0,3.1
11-09-2026,18:00,22.0,Cerah,84.0,2.2
11-09-2026,19:00,22.0,Cerah,84.0,2.2
11-09-2026,20:00,22.0,Cerah,84.0,2.2
11-09-2026,21:00,20.0,Cerah Berawan,89.0,1.0
11-09-2026,22:00,20.0,Cerah Berawan,89.0,1.0
11-09-2026,23:00,20.0,Cerah Berawan,89.0,1.0
