tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
21-06-2026,BMKG,BMKG,17:00,2026-06-21 20:00:00,21.0,87.0,1.5,1.0,180.0,0.9483,Hujan Ringan,Hujan Ringan
21-06-2026,BMKG,BMKG,18:00,2026-06-21 20:00:00,21.0,87.0,1.5,1.0,120.0,0.9483,Hujan Ringan,Hujan Ringan
21-06-2026,BMKG,BMKG,19:00,2026-06-21 20:00:00,21.0,87.0,1.5,1.0,60.0,1.2931,Hujan Ringan,Hujan Ringan
21-06-2026,BMKG,BMKG,20:00,2026-06-21 20:00:00,21.0,87.0,1.5,1.0,0.0,1.7241,Hujan Ringan,Hujan Ringan
21-06-2026,BMKG,BMKG,21:00,2026-06-21 20:00:00,21.0,87.0,1.5,1.0,60.0,1.2931,Hujan Ringan,Hujan Ringan
21-06-2026,BMKG,BMKG,22:00,2026-06-21 23:00:00,20.0,89.0,1.5,0.5,60.0,1.2931,Hujan Ringan,Hujan Ringan
21-06-2026,BMKG,BMKG,23:00,2026-06-21 23:00:00,20.0,89.0,1.5,0.5,0.0,1.7241,Hujan Ringan,Hujan Ringan
21-06-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-06-21 00:00:00,21.9,96.0,0.1,0.7,0.0,1.1499,Hujan Ringan,wmo:51
21-06-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-06-21 01:00:00,21.6,96.0,0.1,1.5,0.0,1.1499,Hujan Ringan,wmo:51
21-06-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-06-21 02:00:00,21.5,94.0,0.0,2.6,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-06-21 03:00:00,21.6,91.0,0.0,3.9,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,04:00,2026-06-21 04:00:00,21.7,88.0,0.0,5.1,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,05:00,2026-06-21 05:00:00,21.7,85.0,0.0,6.6,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,06:00,2026-06-21 06:00:00,21.8,81.0,0.0,8.0,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,07:00,2026-06-21 07:00:00,22.1,77.0,0.0,8.7,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,08:00,2026-06-21 08:00:00,23.1,73.0,0.0,9.0,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,09:00,2026-06-21 09:00:00,24.3,69.0,0.0,9.4,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,10:00,2026-06-21 10:00:00,25.4,66.0,0.0,10.0,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,11:00,2026-06-21 11:00:00,26.0,65.0,0.0,11.1,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,12:00,2026-06-21 12:00:00,26.5,65.0,0.0,12.5,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,13:00,2026-06-21 13:00:00,26.7,65.0,0.0,13.6,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,14:00,2026-06-21 14:00:00,26.8,65.0,0.0,13.7,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,15:00,2026-06-21 15:00:00,26.6,65.0,0.0,13.0,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,16:00,2026-06-21 16:00:00,26.2,68.0,0.0,12.4,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,17:00,2026-06-21 17:00:00,25.3,75.0,0.0,11.8,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,18:00,2026-06-21 18:00:00,24.1,83.0,0.0,10.7,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,19:00,2026-06-21 19:00:00,23.1,90.0,0.0,10.0,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,20:00,2026-06-21 20:00:00,22.5,93.0,0.0,7.8,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,21:00,2026-06-21 21:00:00,22.2,93.0,0.0,4.7,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,22:00,2026-06-21 22:00:00,21.9,93.0,0.0,2.2,0.0,1.1499,Cerah,wmo:0
21-06-2026,CMA,Open-Meteo / CMA GRAPES,23:00,2026-06-21 23:00:00,21.7,93.0,0.0,0.4,0.0,1.1499,Cerah,wmo:0
21-06-2026,ECMWF,Open-Meteo / ECMWF,00:00,2026-06-21 00:00:00,20.5,88.0,0.0,1.6,0.0,1.6417,Cerah Berawan,wmo:1
21-06-2026,ECMWF,Open-Meteo / ECMWF,01:00,2026-06-21 01:00:00,20.0,90.0,0.0,1.8,0.0,1.6417,Cerah Berawan,wmo:2
