location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
dago,"Dago, Bandung",2026-09-12,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",00:00,7,9.0385,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,70.7,Sedang,21.4,+/-0.92,88.14,+/-3.98,0.0,+/-0.0,21.4,+/-0.92,14.6,44.1,41.3,0.0,0.0,0.0
dago,"Dago, Bandung",2026-09-12,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",01:00,7,9.0385,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,73.3,Sedang,21.87,+/-1.97,88.85,+/-4.5,0.0,+/-0.0,21.87,+/-1.97,12.6,30.9,56.5,0.0,0.0,0.0
dago,"Dago, Bandung",2026-09-12,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02:00,7,9.0385,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,77.9,Sedang,20.46,+/-0.98,90.12,+/-3.38,0.0,+/-0.0,20.46,+/-0.98,12.6,14.6,72.8,0.0,0.0,0.0
dago,"Dago, Bandung",2026-09-12,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",03:00,7,9.0385,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,73.5,Sedang,20.82,+/-2.46,90.92,+/-1.51,0.0,+/-0.0,20.82,+/-2.46,12.6,29.9,57.6,0.0,0.0,0.0
dago,"Dago, Bandung",2026-09-12,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",04:00,7,9.0385,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,73.4,Sedang,20.39,+/-2.78,90.85,+/-1.1,0.0,+/-0.0,20.39,+/-2.78,12.6,29.9,57.6,0.0,0.0,0.0
dago,"Dago, Bandung",2026-09-12,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",05:00,7,9.0385,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.6,Tinggi,18.95,+/-1.16,89.71,+/-2.75,0.0,+/-0.0,18.95,+/-1.16,12.6,0.0,87.4,0.0,0.0,0.0
dago,"Dago, Bandung",2026-09-12,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",06:00,7,9.0385,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.9,Tinggi,18.53,+/-0.25,88.03,+/-4.02,0.0,+/-0.0,18.53,+/-0.25,12.6,0.0,87.4,0.0,0.0,0.0
dago,"Dago, Bandung",2026-09-12,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",07:00,7,9.0385,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.6,Tinggi,20.47,+/-0.88,81.65,+/-3.81,0.0,+/-0.0,20.47,+/-0.88,12.6,0.0,87.4,0.0,0.0,0.0
dago,"Dago, Bandung",2026-09-12,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",08:00,7,9.0385,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.1,Tinggi,23.39,+/-1.85,72.21,+/-3.92,0.0,+/-0.0,22.59,+/-0.74,12.6,0.0,87.4,0.0,0.0,0.0
dago,"Dago, Bandung",2026-09-12,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",09:00,7,9.0385,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,77.3,Sedang,24.74,+/-0.95,63.9,+/-6.44,0.0,+/-0.0,24.74,+/-0.95,0.0,28.8,71.2,0.0,0.0,0.0
