location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
dago,2026-09-01,00:00,Berawan,69.4,Sedang,7,9,0.7778,8.9549,22.54,1.84,88.2,6.04,0.0,0.0,22.54,1.84,0.0,0.0,27.2,31.8,41.0,0.0,0.0,0.0
dago,2026-09-01,01:00,Cerah Berawan,70.7,Sedang,7,9,0.7778,8.9549,22.14,1.93,88.23,6.42,0.0,0.0,22.14,1.93,0.0,0.0,12.4,46.6,41.0,0.0,0.0,0.0
dago,2026-09-01,02:00,Berawan,69.2,Sedang,7,9,0.7778,8.9549,21.65,2.17,89.18,5.78,0.0,0.0,21.65,2.17,0.0,0.0,27.2,31.8,41.0,0.0,0.0,0.0
dago,2026-09-01,03:00,Cerah,69.5,Sedang,7,9,0.7778,8.9549,21.1,2.45,89.69,4.53,0.0,0.0,21.1,2.45,0.0,0.0,42.4,33.2,24.4,0.0,0.0,0.0
dago,2026-09-01,04:00,Cerah,69.6,Sedang,7,9,0.7778,8.9549,20.67,2.53,90.16,3.89,0.0,0.0,20.67,2.53,0.0,0.0,42.4,33.2,24.4,0.0,0.0,0.0
dago,2026-09-01,05:00,Cerah,69.7,Sedang,7,9,0.7778,8.9549,20.37,2.3,89.75,3.82,0.0,0.0,20.37,2.3,0.0,0.0,42.4,33.2,24.4,0.0,0.0,0.0
dago,2026-09-01,06:00,Cerah,70.4,Sedang,7,9,0.7778,8.9549,19.4,1.14,89.86,1.31,0.0,0.0,19.4,1.14,0.0,0.0,42.4,33.2,24.4,0.0,0.0,0.0
dago,2026-09-01,07:00,Cerah,74.8,Sedang,7,9,0.7778,8.9549,20.39,0.07,82.09,5.83,0.0,0.0,20.39,0.07,0.0,0.0,59.0,35.0,6.0,0.0,0.0,0.0
dago,2026-09-01,08:00,Cerah,78.3,Sedang,7,9,0.7778,8.9549,23.46,1.4,72.08,6.01,0.0,0.0,23.46,1.4,0.0,0.0,75.6,18.4,6.0,0.0,0.0,0.0
dago,2026-09-01,09:00,Cerah,78.5,Sedang,7,9,0.7778,8.9549,25.74,1.52,61.89,1.66,0.0,0.0,25.23,1.05,0.0,0.0,75.6,18.4,6.0,0.0,0.0,0.0
dago,2026-09-01,10:00,Cerah,74.1,Sedang,7,9,0.7778,8.9549,27.96,1.69,47.71,4.13,0.0,0.0,28.25,1.86,0.0,0.0,59.0,35.0,6.0,0.0,0.0,0.0
dago,2026-09-01,11:00,Cerah,78.2,Sedang,7,9,0.7778,8.9549,29.83,1.83,39.69,3.75,0.0,0.0,30.05,1.57,0.0,0.0,75.6,18.4,6.0,0.0,0.0,0.0
