location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat,temp_std,rh_std,rain_std,heat_index_std,sources_expected,coverage_fraction,gap_mean_minutes,gap_max_minutes
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",00:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,73.9,Sedang,20.72,+/-0.78,88.01,+/-3.89,0.0,+/-0.0,20.72,+/-0.78,27.2,16.4,56.4,0.0,0.0,0.0,0.78,3.89,0.0,0.78,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",01:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,74.2,Sedang,20.24,+/-0.75,89.27,+/-0.44,0.0,+/-0.0,20.24,+/-0.75,27.2,16.4,56.4,0.0,0.0,0.0,0.75,0.44,0.0,0.75,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,78.1,Sedang,19.72,+/-0.88,90.12,+/-2.3,0.0,+/-0.0,19.72,+/-0.88,27.2,0.0,72.8,0.0,0.0,0.0,0.88,2.3,0.0,0.88,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",03:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.7,Tinggi,19.31,+/-1.05,90.85,+/-2.27,0.0,+/-0.0,19.31,+/-1.05,12.6,0.0,87.4,0.0,0.0,0.0,1.05,2.27,0.0,1.05,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",04:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.5,Tinggi,18.94,+/-1.11,91.85,+/-3.5,0.0,+/-0.0,18.94,+/-1.11,12.6,0.0,87.4,0.0,0.0,0.0,1.11,3.5,0.0,1.11,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",05:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.5,Tinggi,18.81,+/-1.03,91.75,+/-4.51,0.0,+/-0.0,18.81,+/-1.03,12.6,0.0,87.4,0.0,0.0,0.0,1.03,4.51,0.0,1.03,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",06:00,7,8.9866,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Berawan,81.4,Tinggi,18.98,+/-0.97,90.98,+/-6.22,0.0,+/-0.0,18.98,+/-0.97,12.6,0.0,87.4,0.0,0.0,0.0,0.97,6.22,0.0,0.97,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",07:00,9,10.6533,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,87.9,Tinggi,21.74,+/-2.67,83.28,+/-11.58,0.0,+/-0.0,21.83,+/-2.85,19.2,7.0,73.8,0.0,0.0,0.0,2.67,11.58,0.0,2.85,9,1.0,33.33,180.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",08:00,9,10.9251,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,84.9,Tinggi,23.52,+/-1.77,75.86,+/-8.78,0.0,+/-0.0,23.18,+/-1.46,18.7,24.6,56.7,0.0,0.0,0.0,1.77,8.78,0.0,1.46,9,1.0,20.0,120.0
dago,"Dago, Bandung",2026-08-16,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",09:00,9,11.5992,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,82.8,Tinggi,25.19,+/-1.32,68.13,+/-7.55,0.0,+/-0.0,24.99,+/-1.36,20.5,37.8,41.6,0.0,0.0,0.0,1.32,7.55,0.0,1.36,9,1.0,6.67,60.0
