tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
23-08-2026,17:00,22.0,Cerah,82.0,3.4
23-08-2026,18:00,22.0,Cerah,82.0,3.4
23-08-2026,19:00,22.0,Cerah,82.0,3.4
23-08-2026,20:00,22.0,Cerah,82.0,3.4
23-08-2026,21:00,22.0,Cerah,82.0,3.4
23-08-2026,22:00,19.0,Cerah,93.0,2.0
23-08-2026,23:00,19.0,Cerah,93.0,2.0
